Gene names,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
LDHA,24945500000.0,8356100000.0,4313900000.0,75294500000.0,86093500000.0,14055500000.0,20213000000.0,89370500000.0,61338000000.0,66984500000.0,37054000000.0,49969500000.0,59771000000.0,34406000000.0,30746500000.0,35971000000.0,51741500000.0,63104000000.0,17078000000.0,58649000000.0,38953500000.0,37113500000.0,24319000000.0
AACS,2768450.0,5286100.0,0.0,16927000.0,16531000.0,4498150.0,31823000.0,11738850.0,0.0,0.0,20324500.0,21054000.0,28908000.0,33584500.0,77964000.0,21379000.0,77309500.0,778810000.0,71231500.0,95410500.0,13183600.0,311455000.0,80358000.0
RPS6KA5,685735000.0,215615000.0,7886150.0,1127065000.0,1311200000.0,431715000.0,398565000.0,1010250000.0,803200000.0,1468050000.0,1071255000.0,788080000.0,1070745000.0,578085000.0,607250000.0,592740000.0,530440000.0,654135000.0,133275000.0,440515000.0,399865000.0,1857350000.0,631310000.0
PHF20,27132000.0,30520500.0,0.0,19327500.0,19570500.0,4715950.0,22081000.0,37644000.0,14572500.0,44142000.0,50173000.0,36787500.0,38384500.0,21732500.0,35686500.0,34857750.0,6457100.0,599650.0,1888735.0,4794000.0,5364550.0,53784000.0,18296000.0
SYTL3,16781000.0,0.0,11224000.0,5472500.0,18536500.0,31730000.0,26195600.0,2547100.0,13440000.0,25070000.0,18699000.0,1442200.0,22457500.0,48383000.0,174330000.0,17614850.0,10884500.0,8138550.0,39743500.0,521030000.0,6694000.0,298250000.0,167548500.0
SF3A1,7511900000.0,4027200000.0,491235000.0,11523500000.0,11264500000.0,3847100000.0,4167800000.0,12056000000.0,10078550000.0,17361500000.0,9916300000.0,10057950000.0,11739500000.0,7782700000.0,9921800000.0,8873100000.0,9571650000.0,12755000000.0,2533550000.0,9468100000.0,9882250000.0,11513500000.0,8056600000.0
ARAP1,1413300000.0,435635000.0,18725500.0,885065000.0,1239500000.0,660665000.0,421030000.0,742000000.0,611165000.0,1477350000.0,1191050000.0,727180000.0,1185700000.0,841080000.0,1893800000.0,706465000.0,2822050000.0,1972950000.0,2086450000.0,10182500000.0,12146500000.0,5560400000.0,3603700000.0
HOMER3,0.0,0.0,7997000.0,28013500.0,13293000.0,12153500.0,3442750.0,20931500.0,4463300.0,0.0,0.0,12346850.0,0.0,3052100.0,0.0,2055900.0,0.0,0.0,46024500.0,239415000.0,92289000.0,0.0,0.0
LIG3,956885000.0,676375000.0,48107000.0,1721300000.0,1735500000.0,365965000.0,700935000.0,1806750000.0,1125000000.0,1404250000.0,1371850000.0,1582000000.0,2129700000.0,1443500000.0,1621450000.0,1479150000.0,1625300000.0,3543700000.0,395960000.0,977065000.0,1592050000.0,3002800000.0,1672100000.0
CALCOCO1,45327500.0,14170000.0,0.0,15182700.0,30193500.0,0.0,3090900.0,7441850.0,23023500.0,24557500.0,6012900.0,7549500.0,27770000.0,12087800.0,16990500.0,1139200.0,160015000.0,51560500.0,25720500.0,39518000.0,0.0,22645000.0,12252850.0
GNPNAT1,86694000.0,36840000.0,2216850.0,361190000.0,437545000.0,95533000.0,73989000.0,460335000.0,257030000.0,357340000.0,136255000.0,259475000.0,378910000.0,268290000.0,246765000.0,199050000.0,236400000.0,471455000.0,22275500.0,78652500.0,108955000.0,403930000.0,250930000.0
